cve,cve_description
CVE-2019-16789,"
## CVE Details

ID: CVE-2019-16789
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security-advisories@github.com
Published: 2019-12-26T17:15:13.707
Last Modified: 2024-11-21T04:31:11.543
Status: Modified

### Scores

#### CVSS 3.1 Score - Secondary - security-advisories@github.com

Base Severity: HIGH - 7.1 (Exploitability: 1.8, Impact: 4.7)
Vector: [CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:H/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:L/I:H/A:N)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: HIGH - 8.2 (Exploitability: 3.9, Impact: 4.2)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:N)

#### CVSS 2.0 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 6.4 (Exploitability: 10.0, Impact: 4.9)
Vector: [AV:N/AC:L/Au:N/C:P/I:P/A:N](https://nvd.nist.gov/vuln-metrics/cvss/v2-calculator?vector=(AV:N/AC:L/Au:N/C:P/I:P/A:N))

### Description

In Waitress through version 1.4.0, if a proxy server is used in front of waitress, an invalid request may be sent by an attacker that bypasses the front-end and is parsed differently by waitress leading to a potential for HTTP request smuggling. Specially crafted requests containing special whitespace characters in the Transfer-Encoding header would get parsed by Waitress as being a chunked request, but a front-end server would use the Content-Length instead as the Transfer-Encoding header is considered invalid due to containing invalid characters. If a front-end server does HTTP pipelining to a backend Waitress server this could lead to HTTP request splitting which may lead to potential cache poisoning or unexpected information disclosure. This issue is fixed in Waitress 1.4.1 through more strict HTTP field validation.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-444]] | Secondary | security-advisories@github.com |
| [[CWE-444]] | Primary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:agendaless:waitress:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 1.4.0 (Including)

#### Configuration 2 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:oracle:communications_cloud_native_core_network_function_cloud_native_environment:1.10.0:\*:\*:\*:\*:\*:\*:\*

#### Configuration 3 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:o:debian:debian_linux:9.0:\*:\*:\*:\*:\*:\*:\*

#### Configuration 4 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:o:fedoraproject:fedora:30:\*:\*:\*:\*:\*:\*:\*
- cpe:2.3:o:fedoraproject:fedora:31:\*:\*:\*:\*:\*:\*:\*

#### Configuration 5 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:redhat:openstack:15:\*:\*:\*:\*:\*:\*:\*
"
CVE-2024-49769,"
## CVE Details

ID: CVE-2024-49769
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security-advisories@github.com
Published: 2024-10-29T15:15:12.030
Last Modified: 2024-11-21T09:41:49.443
Status: Modified

### Scores

#### CVSS 3.1 Score - Secondary - security-advisories@github.com

Base Severity: HIGH - 7.5 (Exploitability: 3.9, Impact: 3.6)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: HIGH - 7.5 (Exploitability: 3.9, Impact: 3.6)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H)

### Description

Waitress is a Web Server Gateway Interface server for Python 2 and 3. When a remote client closes the connection before waitress has had the opportunity to call getpeername() waitress won't correctly clean up the connection leading to the main thread attempting to write to a socket that no longer exists, but not removing it from the list of sockets to attempt to process. This leads to a busy-loop calling the write function. A remote attacker could run waitress out of available sockets with very little resources required. Waitress 3.0.1 contains fixes that remove the race condition.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-772]] | Secondary | security-advisories@github.com |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:agendaless:waitress:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 3.0.1 (Excluding)
"
CVE-2019-16786,"
## CVE Details

ID: CVE-2019-16786
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security-advisories@github.com
Published: 2019-12-20T23:15:11.277
Last Modified: 2024-11-21T04:31:11.360
Status: Modified

### Scores

#### CVSS 3.1 Score - Secondary - security-advisories@github.com

Base Severity: HIGH - 7.1 (Exploitability: 1.8, Impact: 4.7)
Vector: [CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:L/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:L/A:N)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: HIGH - 7.5 (Exploitability: 3.9, Impact: 3.6)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N)

#### CVSS 2.0 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 5.0 (Exploitability: 10.0, Impact: 2.9)
Vector: [AV:N/AC:L/Au:N/C:N/I:P/A:N](https://nvd.nist.gov/vuln-metrics/cvss/v2-calculator?vector=(AV:N/AC:L/Au:N/C:N/I:P/A:N))

### Description

Waitress through version 1.3.1 would parse the Transfer-Encoding header and only look for a single string value, if that value was not chunked it would fall through and use the Content-Length header instead. According to the HTTP standard Transfer-Encoding should be a comma separated list, with the inner-most encoding first, followed by any further transfer codings, ending with chunked. Requests sent with: ""Transfer-Encoding: gzip, chunked"" would incorrectly get ignored, and the request would use a Content-Length header instead to determine the body size of the HTTP message. This could allow for Waitress to treat a single request as multiple requests in the case of HTTP pipelining. This issue is fixed in Waitress 1.4.0.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-444]] | Secondary | security-advisories@github.com |
| [[CWE-444]] | Primary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:agendaless:waitress:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 1.3.1 (Excluding)

#### Configuration 2 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:oracle:communications_cloud_native_core_network_function_cloud_native_environment:1.10.0:\*:\*:\*:\*:\*:\*:\*

#### Configuration 3 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:o:debian:debian_linux:9.0:\*:\*:\*:\*:\*:\*:\*

#### Configuration 4 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:o:fedoraproject:fedora:30:\*:\*:\*:\*:\*:\*:\*
- cpe:2.3:o:fedoraproject:fedora:31:\*:\*:\*:\*:\*:\*:\*

#### Configuration 5 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:redhat:openstack:15:\*:\*:\*:\*:\*:\*:\*
"
CVE-2019-16785,"
## CVE Details

ID: CVE-2019-16785
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security-advisories@github.com
Published: 2019-12-20T23:15:11.167
Last Modified: 2024-11-21T04:31:11.193
Status: Modified

### Scores

#### CVSS 3.1 Score - Secondary - security-advisories@github.com

Base Severity: HIGH - 7.1 (Exploitability: 1.8, Impact: 4.7)
Vector: [CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:L/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:L/A:N)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: HIGH - 7.5 (Exploitability: 3.9, Impact: 3.6)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N)

#### CVSS 2.0 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 5.0 (Exploitability: 10.0, Impact: 2.9)
Vector: [AV:N/AC:L/Au:N/C:N/I:P/A:N](https://nvd.nist.gov/vuln-metrics/cvss/v2-calculator?vector=(AV:N/AC:L/Au:N/C:N/I:P/A:N))

### Description

Waitress through version 1.3.1 implemented a ""MAY"" part of the RFC7230 which states: ""Although the line terminator for the start-line and header fields is the sequence CRLF, a recipient MAY recognize a single LF as a line terminator and ignore any preceding CR."" Unfortunately if a front-end server does not parse header fields with an LF the same way as it does those with a CRLF it can lead to the front-end and the back-end server parsing the same HTTP message in two different ways. This can lead to a potential for HTTP request smuggling/splitting whereby Waitress may see two requests while the front-end server only sees a single HTTP message. This issue is fixed in Waitress 1.4.0.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-444]] | Secondary | security-advisories@github.com |
| [[CWE-444]] | Primary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:agendaless:waitress:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 1.3.1 (Including)

#### Configuration 2 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:oracle:communications_cloud_native_core_network_function_cloud_native_environment:1.10.0:\*:\*:\*:\*:\*:\*:\*

#### Configuration 3 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:o:debian:debian_linux:9.0:\*:\*:\*:\*:\*:\*:\*

#### Configuration 4 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:o:fedoraproject:fedora:30:\*:\*:\*:\*:\*:\*:\*
- cpe:2.3:o:fedoraproject:fedora:31:\*:\*:\*:\*:\*:\*:\*

#### Configuration 5 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:redhat:openstack:15:\*:\*:\*:\*:\*:\*:\*
"
CVE-2021-29463,"
## CVE Details

ID: CVE-2021-29463
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security-advisories@github.com
Published: 2021-04-30T19:15:07.143
Last Modified: 2024-11-21T06:01:09.907
Status: Modified

### Scores

#### CVSS 3.1 Score - Secondary - security-advisories@github.com

Base Severity: LOW - 3.3 (Exploitability: 1.8, Impact: 1.4)
Vector: [CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 5.5 (Exploitability: 1.8, Impact: 3.6)
Vector: [CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H)

#### CVSS 2.0 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 4.3 (Exploitability: 8.6, Impact: 2.9)
Vector: [AV:N/AC:M/Au:N/C:N/I:N/A:P](https://nvd.nist.gov/vuln-metrics/cvss/v2-calculator?vector=(AV:N/AC:M/Au:N/C:N/I:N/A:P))

### Description

Exiv2 is a command-line utility and C++ library for reading, writing, deleting, and modifying the metadata of image files. An out-of-bounds read was found in Exiv2 versions v0.27.3 and earlier. The out-of-bounds read is triggered when Exiv2 is used to write metadata into a crafted image file. An attacker could potentially exploit the vulnerability to cause a denial of service by crashing Exiv2, if they can trick the victim into running Exiv2 on a crafted image file. Note that this bug is only triggered when writing the metadata, which is a less frequently used Exiv2 operation than reading the metadata. For example, to trigger the bug in the Exiv2 command-line application, you need to add an extra command-line argument such as `insert`. The bug is fixed in version v0.27.4.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-125]] | Secondary | security-advisories@github.com |
| [[CWE-125]] | Primary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:exiv2:exiv2:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 0.27.4 (Excluding)

#### Configuration 2 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:o:fedoraproject:fedora:33:\*:\*:\*:\*:\*:\*:\*
- cpe:2.3:o:fedoraproject:fedora:34:\*:\*:\*:\*:\*:\*:\*
"
CVE-2021-29464,"
## CVE Details

ID: CVE-2021-29464
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security-advisories@github.com
Published: 2021-04-30T19:15:07.187
Last Modified: 2024-11-21T06:01:10.107
Status: Modified

### Scores

#### CVSS 3.1 Score - Secondary - security-advisories@github.com

Base Severity: LOW - 3.3 (Exploitability: 1.8, Impact: 1.4)
Vector: [CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: HIGH - 7.8 (Exploitability: 1.8, Impact: 5.9)
Vector: [CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H)

#### CVSS 2.0 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 6.8 (Exploitability: 8.6, Impact: 6.4)
Vector: [AV:N/AC:M/Au:N/C:P/I:P/A:P](https://nvd.nist.gov/vuln-metrics/cvss/v2-calculator?vector=(AV:N/AC:M/Au:N/C:P/I:P/A:P))

### Description

Exiv2 is a command-line utility and C++ library for reading, writing, deleting, and modifying the metadata of image files. A heap buffer overflow was found in Exiv2 versions v0.27.3 and earlier. The heap overflow is triggered when Exiv2 is used to write metadata into a crafted image file. An attacker could potentially exploit the vulnerability to gain code execution, if they can trick the victim into running Exiv2 on a crafted image file. Note that this bug is only triggered when writing the metadata, which is a less frequently used Exiv2 operation than reading the metadata. For example, to trigger the bug in the Exiv2 command-line application, you need to add an extra command-line argument such as `insert`. The bug is fixed in version v0.27.4.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-122]] | Secondary | security-advisories@github.com |
| [[CWE-787]] | Primary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:exiv2:exiv2:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 0.27.4 (Excluding)

#### Configuration 2 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:o:fedoraproject:fedora:33:\*:\*:\*:\*:\*:\*:\*
- cpe:2.3:o:fedoraproject:fedora:34:\*:\*:\*:\*:\*:\*:\*
"
CVE-2023-0057,"
## CVE Details

ID: CVE-2023-0057
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security@huntr.dev
Published: 2023-01-05T01:15:09.123
Last Modified: 2024-11-21T07:36:28.507
Status: Modified

### Scores

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 6.1 (Exploitability: 2.8, Impact: 2.7)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N)

#### CVSS 3.0 Score - Secondary - security@huntr.dev

Base Severity: LOW - 3.1 (Exploitability: 1.6, Impact: 1.4)
Vector: [CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:N](https://www.first.org/cvss/calculator/3.0#CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:L/A:N)

### Description

Improper Restriction of Rendered UI Layers or Frames in GitHub repository pyload/pyload prior to 0.5.0b3.dev33.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-1021]] | Secondary | security@huntr.dev |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:pyload:pyload:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 2023-01-05 (Excluding)
- cpe:2.3:a:pyload-ng_project:pyload-ng:\*:\*:\*:\*:\*:python:\*:\*
  - End Version: 0.5.0b3.dev33 (Excluding)
"
CVE-2024-22416,"
## CVE Details

ID: CVE-2024-22416
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security-advisories@github.com
Published: 2024-01-18T00:15:38.397
Last Modified: 2024-11-21T08:56:14.540
Status: Modified

### Scores

#### CVSS 3.1 Score - Secondary - security-advisories@github.com

Base Severity: CRITICAL - 9.6 (Exploitability: 2.8, Impact: 6.0)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: HIGH - 8.8 (Exploitability: 2.8, Impact: 5.9)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H)

### Description

pyLoad is a free and open-source Download Manager written in pure Python. The `pyload` API allows any API call to be made using GET requests. Since the session cookie is not set to `SameSite: strict`, this opens the library up to severe attack possibilities via a Cross-Site Request Forgery (CSRF) attack. As a result any API call can be made via a CSRF attack by an unauthenticated user. This issue has been addressed in release `0.5.0b3.dev78`. All users are advised to upgrade.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-352]] | Secondary | security-advisories@github.com |
| [[CWE-352]] | Primary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:pyload-ng_project:pyload-ng:\*:\*:\*:\*:\*:python:\*:\*
  - End Version: 0.5.0b3.dev78 (Excluding)
"
CVE-2024-24808,"
## CVE Details

ID: CVE-2024-24808
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security-advisories@github.com
Published: 2024-02-06T04:15:08.260
Last Modified: 2024-11-21T08:59:45.443
Status: Modified

### Scores

#### CVSS 3.1 Score - Secondary - security-advisories@github.com

Base Severity: MEDIUM - 4.7 (Exploitability: 2.8, Impact: 1.4)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:N/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:N/A:N)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 6.1 (Exploitability: 2.8, Impact: 2.7)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N)

### Description

pyLoad is an open-source Download Manager written in pure Python. There is an open redirect vulnerability due to incorrect validation of input values when redirecting users after login. pyLoad is validating URLs via the `get_redirect_url` function when redirecting users at login. This vulnerability has been patched with commit fe94451.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-601]] | Secondary | security-advisories@github.com |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:pyload:pyload:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 0.5.0 (Including)
"
CVE-2023-0435,"
## CVE Details

ID: CVE-2023-0435
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security@huntr.dev
Published: 2023-01-22T22:15:10.177
Last Modified: 2024-11-21T07:37:10.510
Status: Modified

### Scores

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: CRITICAL - 9.8 (Exploitability: 3.9, Impact: 5.9)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H)

#### CVSS 3.0 Score - Secondary - security@huntr.dev

Base Severity: MEDIUM - 4.0 (Exploitability: 2.5, Impact: 1.4)
Vector: [CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N](https://www.first.org/cvss/calculator/3.0#CVSS:3.0/AV:L/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N)

### Description

Excessive Attack Surface in GitHub repository pyload/pyload prior to 0.5.0b3.dev41.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-1125]] | Secondary | security@huntr.dev |
| [[NVD-CWE-Other]] | Primary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:pyload:pyload:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 0.4.20 (Including)
"
CVE-2023-0227,"
## CVE Details

ID: CVE-2023-0227
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security@huntr.dev
Published: 2023-01-12T01:15:10.020
Last Modified: 2024-11-21T07:36:46.873
Status: Modified

### Scores

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: MEDIUM - 6.5 (Exploitability: 2.8, Impact: 3.6)
Vector: [CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N)

#### CVSS 3.0 Score - Secondary - security@huntr.dev

Base Severity: HIGH - 8.3 (Exploitability: 2.8, Impact: 5.5)
Vector: [CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:H](https://www.first.org/cvss/calculator/3.0#CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:H)

### Description

Insufficient Session Expiration in GitHub repository pyload/pyload prior to 0.5.0b3.dev36.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-613]] | Secondary | security@huntr.dev |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:pyload:pyload:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 2023-01-12 (Excluding)
"
CVE-2024-47821,"
## CVE Details

ID: CVE-2024-47821
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security-advisories@github.com
Published: 2024-10-25T23:15:02.530
Last Modified: 2025-03-05T15:50:58.480
Status: Analyzed

### Scores

#### CVSS 3.1 Score - Secondary - security-advisories@github.com

Base Severity: CRITICAL - 9.1 (Exploitability: 2.3, Impact: 6.0)
Vector: [CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H)

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: LOW - 2.3 (Exploitability: 0.8, Impact: 1.4)
Vector: [CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:L/A:N](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:L/A:N)

### Description

pyLoad is a free and open-source Download Manager. The folder `/.pyload/scripts` has scripts which are run when certain actions are completed, for e.g. a download is finished. By downloading a executable file to a folder in /scripts and performing the respective action, remote code execution can be achieved in versions prior to 0.5.0b3.dev87. A file can be downloaded to such a folder by changing the download folder to a folder in `/scripts` path and using the `/flashgot` API to download the file. This vulnerability allows an attacker with access to change the settings on a pyload server to execute arbitrary code and completely compromise the system. Version 0.5.0b3.dev87 fixes this issue.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-78]] | Secondary | security-advisories@github.com |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:pyload:pyload:0.5.0:\*:\*:\*:\*:\*:\*:\*
"
CVE-2023-0434,"
## CVE Details

ID: CVE-2023-0434
As of 05/19/2026, this issue is not currently on the CISA Known Exploited Vulnerabilities List
Source Identifier: security@huntr.dev
Published: 2023-01-22T01:15:10.183
Last Modified: 2024-11-21T07:37:10.390
Status: Modified

### Scores

#### CVSS 3.1 Score - Primary - nvd@nist.gov

Base Severity: HIGH - 7.5 (Exploitability: 3.9, Impact: 3.6)
Vector: [CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H](https://www.first.org/cvss/calculator/3.1#CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H)

#### CVSS 3.0 Score - Secondary - security@huntr.dev

Base Severity: MEDIUM - 5.4 (Exploitability: 0.2, Impact: 5.2)
Vector: [CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:N/I:H/A:H](https://www.first.org/cvss/calculator/3.0#CVSS:3.0/AV:P/AC:L/PR:H/UI:R/S:U/C:N/I:H/A:H)

### Description

Improper Input Validation in GitHub repository pyload/pyload prior to 0.5.0b3.dev40.

### Weaknesses

| Weakness | Type | Source |
| --- | --- | --- |
| [[CWE-20]] | Secondary | security@huntr.dev |
| [[CWE-20]] | Primary | nvd@nist.gov |

### Configurations

#### Configuration 1 (Operator: OR, Negate: False)

##### Node 1

- cpe:2.3:a:pyload:pyload:\*:\*:\*:\*:\*:\*:\*:\*
  - End Version: 0.4.9 (Including)
- cpe:2.3:a:pyload:pyload:0.5.0:beta1:\*:\*:\*:\*:\*:\*
- cpe:2.3:a:pyload:pyload:0.5.0:beta2:\*:\*:\*:\*:\*:\*
"
