cve,owner,repo,patch,commit_count,diff_tokens,ranker_rank,year,repo_size_bucket,diff_bucket,ranker_bucket,year_bucket,language,cwe_family
CVE-2016-6663,mysql,mysql-server,4e5473862e6852b0f3802b0cd0c6fa10b5253291,616147,228,210,2016,>10k,<5k,>100,2015-2017,C,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2013-0178,antirez,redis,697af434fbeb2e3ba2ba9687cd283ed1a2734fa5,10876,1180,272,2013,>10k,<5k,>100,2012-2014,C,CWE-707: Improper Neutralization
CVE-2015-4335,antirez,redis,fdf9d455098f54f7666c702ae464e6ea21e25411,10876,62,5,2015,>10k,<5k,top-2-10,2015-2017,C,Unknown
CVE-2016-8339,antirez,redis,6d9f8e2462fc2c426d48c941edeb78e5df7d2977,10876,119,3,2016,>10k,<5k,top-2-10,2015-2017,C,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2018-11218,antirez,redis,5ccb6f7a791bf3490357b00a898885759d98bab0,10876,264,20,2018,>10k,<5k,top-11-100,2018-2020,C,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2018-11219,antirez,redis,e89086e09a38cc6713bcd4b9c29abf92cf393936,10876,156,15,2018,>10k,<5k,top-11-100,2018-2020,C,CWE-682: Incorrect Calculation
CVE-2020-14147,antirez,redis,ef764dde1cca2f25d00686673d1bc89448819571,10876,227,225,2020,>10k,<5k,>100,2018-2020,C,CWE-682: Incorrect Calculation
CVE-2018-10017,OpenMPT,openmpt,7ebf02af2e90f03e0dbd0e18b8b3164f372fb97c,90259,228,1,2018,>10k,<5k,top-1,2018-2020,C,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2019-17113,OpenMPT,openmpt,927688ddab43c2b203569de79407a899e734fabe,90259,228,1,2019,>10k,<5k,top-1,2018-2020,C,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2015-0228,apache,httpd,78eb3b9235515652ed141353d98c239237030410,34064,198,1,2015,>10k,<5k,top-1,2015-2017,C,CWE-707: Improper Neutralization
CVE-2015-0253,apache,httpd,be0f5335e3e73eb63253b050fdc23f252f5c8ae3,34064,178,17,2015,>10k,<5k,top-11-100,2015-2017,C,Unknown
CVE-2015-3185,apache,httpd,db81019ab88734ed35fa70294a0cfa7a19743f73,34064,823,63,2015,>10k,<5k,top-11-100,2015-2017,C,Unknown
CVE-2017-9798,apache,httpd,4cc27823899e070268b906ca677ee838d07cf67a,34064,161,668,2017,>10k,<5k,>100,2015-2017,C,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-4030,FreeRDP,FreeRDP,05cd9ea2290d23931f615c1b004d4b2e69074e27,16432,174,9,2020,>10k,<5k,top-2-10,2018-2020,C,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2019-17178,FreeRDP,FreeRDP,9fee4ae076b1ec97b97efb79ece08d1dab4df29a,16432,616,1,2019,>10k,<5k,top-1,2018-2020,C,CWE-703: Improper Check or Handling of Exceptional Conditions
CVE-2021-37595,FreeRDP,FreeRDP,0d79670a28c0ab049af08613621aa0c267f977e9,16432,66,1,2021,>10k,<5k,top-1,2021-2024,C,CWE-707: Improper Neutralization
CVE-2013-4119,FreeRDP,FreeRDP,0773bb9303d24473fe1185d85a424dfe159aff53,16432,214,88,2013,>10k,<5k,top-11-100,2012-2014,C,CWE-710: Improper Adherence to Coding Standards
CVE-2019-17177,FreeRDP,FreeRDP,9fee4ae076b1ec97b97efb79ece08d1dab4df29a,16432,616,9,2019,>10k,<5k,top-2-10,2018-2020,C,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-37594,FreeRDP,FreeRDP,0d79670a28c0ab049af08613621aa0c267f977e9,16432,66,1,2021,>10k,<5k,top-1,2021-2024,C,CWE-707: Improper Neutralization
CVE-2018-8786,FreeRDP,FreeRDP,445a5a42c500ceb80f8fa7f2c11f3682538033f3,16432,67,1511,2018,>10k,<5k,>100,2018-2020,C,CWE-682: Incorrect Calculation
CVE-2018-8789,FreeRDP,FreeRDP,2ee663f39dc8dac3d9988e847db19b2d7e3ac8c6,16432,308,1990,2018,>10k,<5k,>100,2018-2020,C,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-4033,FreeRDP,FreeRDP,0a98c450c58ec150e44781c89aa6f8e7e0f571f5,16432,200,48,2020,>10k,<5k,top-11-100,2018-2020,C,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-21646,authzed,spicedb,15bba2e2d2a4bda336a37a7fe8ef8a35028cd970,4465,1145,18,2022,1k-5k,<5k,top-11-100,2021-2024,Go,CWE-707: Improper Neutralization
CVE-2023-29193,authzed,spicedb,9bbd7d76b6eaba33fe0236014f9b175d21232999,4465,610,18,2023,1k-5k,<5k,top-11-100,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-46255,authzed,spicedb,ae50421b80f895e4c98d999b18e06b6f1e6f1cf8,4465,154,70,2023,1k-5k,<5k,top-11-100,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-27101,authzed,spicedb,ef443c442b96909694390324a99849b0407007fe,4465,82,4,2024,1k-5k,<5k,top-2-10,2021-2024,Go,CWE-682: Incorrect Calculation
CVE-2024-32001,authzed,spicedb,a244ed1edfaf2382711dccdb699971ec97190c7b,4465,193,4,2024,1k-5k,<5k,top-2-10,2021-2024,Go,CWE-703: Improper Check or Handling of Exceptional Conditions
CVE-2024-38361,authzed,spicedb,ecef31d2b266fde17eb2c3415e2ec4ceff96fbeb,4465,1088,17,2024,1k-5k,<5k,top-11-100,2021-2024,Go,CWE-284: Improper Access Control
CVE-2024-46989,authzed,spicedb,20855de75812bcbc975efebe7f76abf47c0f3edb|d4ef8e1dbce1eafaf25847f4c0f09738820f5bf2,4465,0,10000,2024,1k-5k,<5k,>100,2021-2024,Go,CWE-284: Improper Access Control
CVE-2023-30840,fluid-cloudnative,fluid,77c8110a3d1ec077ae2bce6bd88d296505db1550,2957,1753,25,2023,1k-5k,<5k,top-11-100,2021-2024,Go,CWE-284: Improper Access Control
CVE-2023-51699,fluid-cloudnative,fluid,02b7cd8b79a26092df95d625664994bda485c722,2957,1958,8,2023,1k-5k,<5k,top-2-10,2021-2024,Go,CWE-707: Improper Neutralization
CVE-2021-20329,mongodb,mongo-go-driver,2aca31d5986a9e1c65a92264736de9fdc3b9b4ca,2240,930,247,2021,1k-5k,<5k,>100,2021-2024,Go,CWE-707: Improper Neutralization
CVE-2024-39696,evmos,evmos,0a620e176617a835ac697eea494afea09185dfaf,1860,9811,7,2024,1k-5k,5k-15k,top-2-10,2021-2024,Go,CWE-284: Improper Access Control
CVE-2022-31022,blevesearch,bleve,1c7509d6a17d36f265c90b4e8f4e3a3182fe79ff,2804,126,2,2022,1k-5k,<5k,top-2-10,2021-2024,Go,CWE-284: Improper Access Control
CVE-2020-10750,jaegertracing,jaeger,360c38bec3f9718ebba7ddbf0b409b05995f3ace,3327,309,159,2020,1k-5k,<5k,>100,2018-2020,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-22460,ipld,go-ipld-prime,146d1c8529676fe9ee0604f014656af2395505fc,1328,906,1,2023,1k-5k,<5k,top-1,2021-2024,Go,CWE-707: Improper Neutralization
CVE-2024-36127,chainguard-dev,apko,2c0533e4d52e83031a04f6a83ec63fc2a11eff01,2385,171,82,2024,1k-5k,<5k,top-11-100,2021-2024,Go,CWE-284: Improper Access Control
CVE-2022-39340,openfga,openfga,779d73d4b6d067ee042ec9b59fec707eed71e42f,1419,1295,56,2022,1k-5k,<5k,top-11-100,2021-2024,Go,CWE-284: Improper Access Control
CVE-2022-39341,openfga,openfga,b466769cc100b2065047786578718d313f52695b,1419,1293,63,2022,1k-5k,<5k,top-11-100,2021-2024,Go,CWE-284: Improper Access Control
CVE-2022-39342,openfga,openfga,c8db1ee3d2a366f18e585dd33236340e76e784c4,1419,1328,64,2022,1k-5k,<5k,top-11-100,2021-2024,Go,CWE-284: Improper Access Control
CVE-2022-39352,openfga,openfga,776e80505e8d184b2286acc8268d8d74f36a9984,1419,4187,7,2022,1k-5k,<5k,top-2-10,2021-2024,Go,CWE-284: Improper Access Control
CVE-2023-35933,openfga,openfga,087ce392595f3c319ab3028b5089118ea4063452,1419,5532,7,2023,1k-5k,5k-15k,top-2-10,2021-2024,Go,CWE-691: Insufficient Control Flow Management
CVE-2023-43645,openfga,openfga,725296025fd81227c89525808652c6acd4a605f6,1419,4334,3,2023,1k-5k,<5k,top-2-10,2021-2024,Go,CWE-691: Insufficient Control Flow Management
CVE-2024-23820,openfga,openfga,908ac85c8b7769c8042cca31886df8db01976c39,1419,3112,7,2024,1k-5k,<5k,top-2-10,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-31452,openfga,openfga,b6a6d99b2bdbf8c3781503989576076289f48ed2,1419,7107,4,2024,1k-5k,5k-15k,top-2-10,2021-2024,Go,CWE-284: Improper Access Control
CVE-2024-41888,apache,incubator-answer,2820efc454f5808974dce0aa99aac106be3f727b,4977,1556,12,2024,1k-5k,<5k,top-11-100,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-4053,helm,helm,b6bbe4f08bbb98eadd6c9cd726b08a5c639908b3,7908,662,29,2020,5k-10k,<5k,top-11-100,2018-2020,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2021-21303,helm,helm,6ce9ba60b73013857e2e7c73d3f86ed70bc1ac9a,7908,223,18,2021,5k-10k,<5k,top-11-100,2021-2024,Go,CWE-707: Improper Neutralization
CVE-2020-15186,helm,helm,809e2d999e2c33e20e77f6bff30652d79c287542,7908,727,35,2020,5k-10k,<5k,top-11-100,2018-2020,Go,CWE-707: Improper Neutralization
CVE-2022-36055,helm,helm,10466e3e179cc8cad4b0bb451108d3c442c69fbc,7908,211,52,2022,5k-10k,<5k,top-11-100,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-23525,helm,helm,638ebffbc2e445156f3978f02fd83d9af1e56f5b,7908,500,19,2022,5k-10k,<5k,top-11-100,2021-2024,Go,CWE-710: Improper Adherence to Coding Standards
CVE-2020-15185,helm,helm,055dd41cbe53ce131ab0357524a7f6729e6e40dc,7908,424,50,2020,5k-10k,<5k,top-11-100,2018-2020,Go,CWE-707: Improper Neutralization
CVE-2023-25165,helm,helm,5abcf74227bfe8e5a3dbf105fe62e7b12deb58d2,7908,69,3,2023,5k-10k,<5k,top-2-10,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-31145,flyteorg,flyteadmin,a1ec282d02706e074bc4986fd0412e5da3b9d00a,482,814,4,2022,<=1k,<5k,top-2-10,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-39273,flyteorg,flyteadmin,281172edf55fe6800959238fc128964ead6d9101,482,169,22,2022,<=1k,<5k,top-11-100,2021-2024,Go,CWE-284: Improper Access Control
CVE-2023-41891,flyteorg,flyteadmin,b3177ef70f068e908140b8a4a9913dfa74f289fd,482,5495,16,2023,<=1k,5k-15k,top-11-100,2021-2024,Go,CWE-707: Improper Neutralization
CVE-2024-8572,gouniverse,cms,3e661cdfb4beeb9fe2ad507cdb8104c0b17d072c,238,256,10000,2024,<=1k,<5k,>100,2021-2024,Go,CWE-707: Improper Neutralization
CVE-2024-35175,tg123,sshpiper,2ddd69876a1e1119059debc59fe869cb4e754430|70fb830dca26bea7ced772ce5d834a3e88ae7f53,672,0,10000,2024,<=1k,<5k,>100,2021-2024,Go,CWE-693: Protection Mechanism Failure
CVE-2021-4239,flynn,noise,2499bf1bad239a8316c32932a993642350b3afdb,61,69,8,2021,<=1k,<5k,top-2-10,2021-2024,Go,CWE-693: Protection Mechanism Failure
CVE-2023-33959,notaryproject,notation-go,39c8ed050a65cca3f3f308534acb612096735a64|eba60f5aed9c9e05dee55324423c95fe34700b4c,261,0,10000,2023,<=1k,<5k,>100,2021-2024,Go,CWE-693: Protection Mechanism Failure
CVE-2022-23551,Azure,aad-pod-identity,7e01970391bde6c360d077066ca17d059204cb5d,795,518,133,2022,<=1k,<5k,>100,2021-2024,Go,CWE-284: Improper Access Control
CVE-2022-24825,stripe,smokescreen,fafb6ae48c6c40aa011d87b61306abc48db8797b,648,922,29,2022,<=1k,<5k,top-11-100,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-29188,stripe,smokescreen,dea7b3c89df000f4072ff9866d61d78e30df6a36,648,459,14,2022,<=1k,<5k,top-11-100,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-43809,charmbracelet,soft-serve,407c4ec72d1006cee1ff8c1775e5bcc091c2bc89,848,590,1,2023,<=1k,<5k,top-1,2021-2024,Go,CWE-284: Improper Access Control
CVE-2024-41956,charmbracelet,soft-serve,4daebdd422a6ba8c04162d023f8be355a8fe3184,848,49,12,2024,<=1k,<5k,top-11-100,2021-2024,Go,CWE-707: Improper Neutralization
CVE-2021-32721,AndrewBurian,powermux,5e60a8a0372b35a898796c2697c40e8daabed8e9,118,620,2,2021,<=1k,<5k,top-2-10,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-25307,nothub,mrpack-install,a1f424b6a616d2de95228781eef3b92b9769f23c,350,252,29,2023,<=1k,<5k,top-11-100,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-1800,sjqzhang,go-fastdfs,61cbff5124c61e292994099372b11c06cdb5b80b,419,531,2,2023,<=1k,<5k,top-2-10,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-30850,tiagorlampert,CHAOS,1b451cf62582295b7225caf5a7b506f0bad56f6b|24c9e109b5be34df7b2bce8368eae669c481ed5e,303,0,10000,2024,<=1k,<5k,>100,2021-2024,Go,Unknown
CVE-2024-33434,tiagorlampert,CHAOS,1b451cf62582295b7225caf5a7b506f0bad56f6b|24c9e109b5be34df7b2bce8368eae669c481ed5e|b47438d36e3ad746de8c009e644f6e5396703f25,303,0,10000,2024,<=1k,<5k,>100,2021-2024,Go,CWE-707: Improper Neutralization
CVE-2019-20786,pion,dtls,fd73a5df2ff0e1fb6ae6a51e2777d7a16cc4f4e0,711,59,1,2019,<=1k,<5k,top-1,2018-2020,Go,CWE-284: Improper Access Control
CVE-2022-29189,pion,dtls,a6397ff7282bc56dc37a68ea9211702edb4de1de,711,408,5,2022,<=1k,<5k,top-2-10,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-29190,pion,dtls,e0b2ce3592e8e7d73713ac67b363a2e192a4cecf,711,183,23,2022,<=1k,<5k,top-11-100,2021-2024,Go,CWE-691: Insufficient Control Flow Management
CVE-2022-29222,pion,dtls,d2f797183a9f044ce976e6df6f362662ca722412,711,856,7,2022,<=1k,<5k,top-2-10,2021-2024,Go,CWE-284: Improper Access Control
CVE-2023-24533,FiloSottile,nistec,c58aa1223ccf3943513e1e661cebce95af137244,132,634,1,2023,<=1k,<5k,top-1,2021-2024,Go,CWE-682: Incorrect Calculation
CVE-2024-32886,vitessio,vitess,9df4b66550e46b5d7079e21ed0e1b0f49f92b055,67224,228,33,2024,>10k,<5k,top-11-100,2021-2024,Go,CWE-691: Insufficient Control Flow Management
CVE-2024-52522,rclone,rclone,01ccf204f42b4f68541b16843292439090a2dcf0,102626,228,1,2024,>10k,<5k,top-1,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2014-3499,docker,docker,707ef9618b3b26a0534a0af732a22f159eccfaa5,51442,186,3204,2014,>10k,<5k,>100,2012-2014,Go,Unknown
CVE-2014-5277,docker,docker,8caacb18f8019dfda30d79c327397e5f5783c068,51442,156,3360,2014,>10k,<5k,>100,2012-2014,Go,Unknown
CVE-2014-6407,docker,docker,3ac6394b8082d4700483d52fbfe54914be537d9e,51442,484,3880,2014,>10k,<5k,>100,2012-2014,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2014-6408,docker,docker,c9379eb3fbbc484c056f5a5e49d8d0b755a29c45,51442,462,8,2014,>10k,<5k,top-2-10,2012-2014,Go,Unknown
CVE-2023-33964,multiversx,mx-chain-go,97295471465f4b5f79e51b32f8b7111f8d921606,32729,2188,751,2023,>10k,<5k,>100,2021-2024,Go,CWE-707: Improper Neutralization
CVE-2023-34458,multiversx,mx-chain-go,babdb144f1316ab6176bf3dbd7d4621120414d43,32729,4641,522,2023,>10k,<5k,>100,2021-2024,Go,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2024-7558,juju,juju,ecd7e2d0e9867576b9da04871e22232f06fa0cc7,85339,228,10000,2024,>10k,<5k,>100,2021-2024,Go,CWE-693: Protection Mechanism Failure
CVE-2024-8037,juju,juju,2f2ec128ef5a8ca81fc86ae79cfcdbab0007c206,85339,228,10000,2024,>10k,<5k,>100,2021-2024,Go,CWE-284: Improper Access Control
CVE-2024-8038,juju,juju,43f0fc59790d220a457d4d305f484f62be556d3b,85339,228,10000,2024,>10k,<5k,>100,2021-2024,Go,CWE-284: Improper Access Control
CVE-2024-36533,volcano-sh,volcano,55963f71c76cb85cea1cdb9582ea7d58cfbedcf8,81399,228,296,2024,>10k,<5k,>100,2021-2024,Go,CWE-284: Improper Access Control
CVE-2019-12405,apache,trafficcontrol,f780aff77a52d52a37b4d1cc3e8e801c0b557356,12926,57,56,2019,>10k,<5k,top-11-100,2018-2020,Go,CWE-284: Improper Access Control
CVE-2020-17522,apache,trafficcontrol,492290d810e9608afb5d265b98cd3f3e153e776b,12926,511,18,2020,>10k,<5k,top-11-100,2018-2020,Go,CWE-284: Improper Access Control
CVE-2024-28213,naver,ngrinder,85efa4a075354e077a700262ef78e2e9119881bf,4952,255,15,2024,1k-5k,<5k,top-11-100,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-36812,OpenTSDB,opentsdb,07c4641471c6f5c2ab5aab615969e97211eb50d9|fa88d3e4b5369f9fb73da384fab0b23e246309ba,1712,0,10000,2023,1k-5k,<5k,>100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2022-4725,aws-amplify,aws-sdk-android,c3e6d69422e1f0c80fe53f2d757b8df97619af2b,1523,164,44,2022,1k-5k,<5k,top-11-100,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2019-17566,apache,xmlgraphics-batik,bc6078ca949039e2076cd08b4cb169c84c1179b1,3588,320,50,2019,1k-5k,<5k,top-11-100,2018-2020,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2020-11987,apache,xmlgraphics-batik,0ef5b661a1f77772d1110877ea9e0287987098f6,3588,64,2,2020,1k-5k,<5k,top-2-10,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2022-41704,apache,xmlgraphics-batik,905f368b50c2567cf2c4869a0ab596a7b1b5125c,3588,255,2,2022,1k-5k,<5k,top-2-10,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-42890,apache,xmlgraphics-batik,401aa8595f52d085d40ff5b6b4ac0dd372423082|52f7a1ad6e3110ec295a35ffc94410eef085707a|eada57c716a2757579d53017f8b2aeadaad20edd,3588,0,10000,2022,1k-5k,<5k,>100,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-44729,apache,xmlgraphics-batik,85b3457d9902f64d5d409a8da060d5ba47d0b69b|aaa1dd3e6b5a7df781d73e0c37a1df6a8f318893,3588,0,10000,2022,1k-5k,<5k,>100,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-44730,apache,xmlgraphics-batik,64658ccda90deaf6bf5f5b4d4a2ec365fe648bfa|f9ae69233eadfbd392a4a08a55618f97343b467c,3588,0,10000,2022,1k-5k,<5k,>100,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2018-1000416,jenkinsci,job-config-history-plugin,38ea4ed7e3527c2ce525dacf578036adffbf430e,1302,522,48,2018,1k-5k,<5k,top-11-100,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2022-36887,jenkinsci,job-config-history-plugin,536a97b8d649b3114f5db24ea32a7c63188a35c6,1302,345,29,2022,1k-5k,<5k,top-11-100,2021-2024,Java,CWE-693: Protection Mechanism Failure
CVE-2023-41933,jenkinsci,job-config-history-plugin,3039470161ada86f4091c75fc779ebfdb69f3210,1302,220,3,2023,1k-5k,<5k,top-2-10,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-4520,wso2,carbon-registry,0c827cc1b14b82d8eb86117ab2e43c34bb91ddb4,1635,3024,12,2022,1k-5k,<5k,top-11-100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2022-4521,wso2,carbon-registry,9f967abfde9317bee2cda469dbc09b57d539f2cc,1635,3024,96,2022,1k-5k,<5k,top-11-100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2023-6911,wso2,carbon-registry,878fc7e53c90acc85e303d2af73440014a68b246,1635,3024,520,2023,1k-5k,<5k,>100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2023-48362,apache,drill,0e88b7a5101d24c561a2a3efb12d7a3b3f7933f3,4527,374,4,2023,1k-5k,<5k,top-2-10,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2019-1003000,jenkinsci,script-security-plugin,2c5122e50742dd16492f9424992deb21cc07837c,1371,761,22,2019,1k-5k,<5k,top-11-100,2018-2020,Java,Unknown
CVE-2020-2190,jenkinsci,script-security-plugin,99e6ac0df5fe0f0cc6c2a695f7c1f845279bedbd,1371,241,1,2020,1k-5k,<5k,top-1,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2019-10431,jenkinsci,script-security-plugin,415b6e2f3fa0c2e4bd2f9c4a589a9e1fc9cbac8b,1371,109,5,2019,1k-5k,<5k,top-2-10,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2019-1003005,jenkinsci,script-security-plugin,35119273101af26792457ec177f34f6f4fa49d99,1371,228,9,2019,1k-5k,<5k,top-2-10,2018-2020,Java,Unknown
CVE-2019-10394,jenkinsci,script-security-plugin,b28e4dc5584ef6515aeb9bc834691176546d0689,1371,219,14,2019,1k-5k,<5k,top-11-100,2018-2020,Java,Unknown
CVE-2019-10399,jenkinsci,script-security-plugin,b28e4dc5584ef6515aeb9bc834691176546d0689,1371,219,1,2019,1k-5k,<5k,top-1,2018-2020,Java,Unknown
CVE-2019-1003040,jenkinsci,script-security-plugin,8424ad90547e37a2bd3b6a3a7da48eb1af9cd0ee,1371,460,24,2019,1k-5k,<5k,top-11-100,2018-2020,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2019-10355,jenkinsci,script-security-plugin,5dc2e2465f309c772237a4b2de9caf61ba9b585b,1371,407,21,2019,1k-5k,<5k,top-11-100,2018-2020,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2018-1000866,jenkinsci,script-security-plugin,16c862ae9d4038a3edbd8bdfb0fd1401a509d56b,1371,361,44,2018,1k-5k,<5k,top-11-100,2018-2020,Java,CWE-284: Improper Access Control
CVE-2019-10400,jenkinsci,script-security-plugin,b28e4dc5584ef6515aeb9bc834691176546d0689,1371,219,3,2019,1k-5k,<5k,top-2-10,2018-2020,Java,Unknown
CVE-2019-17554,apache,olingo-odata4,5948974ad28271818e2afe747c71cde56a7f2c63|c3f982db3d97e395d313ae8f231202bb2139882c,1944,0,10000,2019,1k-5k,<5k,>100,2018-2020,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2023-5236,infinispan,protostream,4501b6b307a6bab545346f66238f8be7e42f83eb|4ef66958f2c4890ae1c6a7acd629d27bd88aa4cb|50320b5987dc87bc04b616b87e8cf93472ee19c1,1001,0,10000,2023,1k-5k,<5k,>100,2021-2024,Java,Unknown
CVE-2013-5679,ESAPI,esapi-java-legacy,41138fef5f63d9cf0d5e05d2bee2c7f682ffef3f,2203,2791,29,2013,1k-5k,<5k,top-11-100,2012-2014,Java,Unknown
CVE-2013-5960,ESAPI,esapi-java-legacy,b7cbc53f9cc967cf1a5a9463d8c6fef9ed6ef4f7,2203,859,981,2013,1k-5k,<5k,>100,2012-2014,Java,Unknown
CVE-2022-23457,ESAPI,esapi-java-legacy,a0d67b75593878b1b6e39e2acc1773b3effedb2a,2203,106,234,2022,1k-5k,<5k,>100,2021-2024,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-34916,apache,flume,7fe9af49c485756e1b618493a5bc00b70d7fbd2d,2014,281,11,2022,1k-5k,<5k,top-11-100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2022-25167,apache,flume,dafb26ccb172141c6e14e95447e1b6ae38e9a7d0,2014,234,90,2022,1k-5k,<5k,top-11-100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2018-1000110,jenkinsci,git-plugin,a3d3a7eb7f75bfe97a0291e3b6d074aafafa86c9,5385,149,64,2018,5k-10k,<5k,top-11-100,2018-2020,Java,CWE-284: Improper Access Control
CVE-2022-38663,jenkinsci,git-plugin,3241db9cc696711c871d4e78b3c3c0daad0740c3,5385,359,21,2022,5k-10k,<5k,top-11-100,2021-2024,Java,CWE-284: Improper Access Control
CVE-2022-30949,jenkinsci,git-plugin,b295606e0b865c298fde27bea14f9b7535a976e6,5385,999,41,2022,5k-10k,<5k,top-11-100,2021-2024,Java,Unknown
CVE-2022-36883,jenkinsci,git-plugin,b46165c74a0bf15e08763de2e506005624d5d238,5385,4191,55,2022,5k-10k,<5k,top-11-100,2021-2024,Java,CWE-284: Improper Access Control
CVE-2022-36884,jenkinsci,git-plugin,b46165c74a0bf15e08763de2e506005624d5d238,5385,4191,57,2022,5k-10k,<5k,top-11-100,2021-2024,Java,CWE-284: Improper Access Control
CVE-2021-21684,jenkinsci,git-plugin,5474cc942bfba60927be629ff47fb41c38c66741,5385,376,171,2021,5k-10k,<5k,>100,2021-2024,Java,CWE-707: Improper Neutralization
CVE-2019-1003010,jenkinsci,git-plugin,f9152d943936b1c6b493dfe750d27f0caa7c0767,5385,1379,143,2019,5k-10k,<5k,>100,2018-2020,Java,CWE-693: Protection Mechanism Failure
CVE-2020-2136,jenkinsci,git-plugin,f581998be38cfed8e080c672c4b7caa8b4a45979,5385,234,95,2020,5k-10k,<5k,top-11-100,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2018-1000182,jenkinsci,git-plugin,87a03f3d9c4a0c0a918d91e173b200a6a3b237a7,5385,634,7,2018,5k-10k,<5k,top-2-10,2018-2020,Java,CWE-664: Improper Control of a Resource Through its Lifetime
CVE-2022-30947,jenkinsci,git-plugin,b295606e0b865c298fde27bea14f9b7535a976e6,5385,999,42,2022,5k-10k,<5k,top-11-100,2021-2024,Java,Unknown
CVE-2019-10770,ratpack,ratpack,a3cbb13be1527874528c3b99fc33517c0297b6d3,6464,219,11,2019,5k-10k,<5k,top-11-100,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2019-11808,ratpack,ratpack,f2b63eb82dd71194319fd3945f5edf29b8f3a42d,6464,90,23,2019,5k-10k,<5k,top-11-100,2018-2020,Java,CWE-693: Protection Mechanism Failure
CVE-2019-17513,ratpack,ratpack,c560a8d10cb8bdd7a526c1ca2e67c8f224ca23ae|efb910d38a96494256f36675ef0e5061097dd77d,6464,0,10000,2019,5k-10k,<5k,>100,2018-2020,Java,CWE-707: Improper Neutralization
CVE-2016-3087,apache,struts,6bd694b7980494c12d49ca1bf39f12aec3e03e2f,7897,68,210,2016,5k-10k,<5k,>100,2015-2017,Java,CWE-707: Improper Neutralization
CVE-2012-0393,apache,struts,9cad25f258bb2629d263f828574d2671366c238d,7897,972,15,2012,5k-10k,<5k,top-11-100,2012-2014,Java,Unknown
